url,name,rank,img
http://katayama-kikai.jp/,片山機械株式会社,seiko,https://kani-robocon.com/image/sponsor_katayamakikai.png
https://hanadojo.com/,Hana道場,seiko,https://kani-robocon.com/image/sponsor_hanadojo.png
https://www.fukuibank.co.jp/,福井銀行,kanikama,https://kani-robocon.com/image/sponsor_fukuiginkou.png
https://www.masumo.co.jp/,ますも証券株式会社,kanikama,https://kani-robocon.com/image/sponsor_masumoshoken.png
https://www.byora.co.jp/,福井鋲螺株式会社,kanikama,https://kani-robocon.com/image/sponsor_fukuibyora.png
https://www.k2adv.jp/,株式会社K2アドバンスト,kanikama,https://kani-robocon.com/image/sponsor_k2advanced.png
http://www.valuelinx.co.jp/,株式会社バリューリンクス,kanikama,https://kani-robocon.com/image/sponsor_valuelinx.png
https://www.hiss.co.jp/,北電情報システムサービス株式会社,kanikama,https://kani-robocon.com/image/sponsor_hiss.png
http://www.mantenjapan.com/,まんてん株式会社,kanikama,https://kani-robocon.com/image/sponsor_manten.png
https://www.i-emori.co.jp/,株式会社江守情報,kanikama,https://kani-robocon.com/image/sponsor_emorijoho.png
https://www.daiden.co.jp/,大電産業株式会社,kanikama,https://kani-robocon.com/image/sponsor_daidensangyo.png
https://www.nttdocomo.co.jp/,株式会社NTTドコモ,kanikama,https://kani-robocon.com/image/sponsor_docomo.png
https://www.nomura.co.jp/,野村證券株式会社,kanikama,https://kani-robocon.com/image/sponsor_nomurashoken.png
https://www.b-incorp.com/,株式会社 B Inc.,kanikama,https://kani-robocon.com/image/sponsor_Binc.png
http://www.bell.or.jp/,ショッピングシティ ベル,kanikama,https://kani-robocon.com/image/sponsor_bell.png
